"Route_Name,Route_Link,Bus_Name,Bus_Type,Departure_Time,Duration,Starting_Time,Star_Rating,Price,Seat_Availability"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:31:00,09h 05m,06:36,3.2,640.0,31"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:12:00,09h 24m,07:36,2.7,640.0,22"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 22:32:00,09h 03m,07:35,4.1,627.0,8"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 574,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:00:00,10h 30m,09:30,3.7,469.0,16"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:30:00,10h 05m,09:35,3.9,469.0,18"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 23:41:00,09h 24m,09:05,3.8,627.0,21"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,09h 00m,07:30,4.4,700.0,16"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 21:45:00,08h 25m,06:10,4.2,649.0,10"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,VE A/C Sleeper (2+1),2024-07-17 22:45:00,08h 45m,07:30,4.1,950.0,7"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:10:00,10h 35m,06:45,4.3,785.0,12"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,09h 00m,07:30,4.0,999.0,11"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),2024-07-17 18:45:00,11h 45m,06:30,4.2,1000.0,13"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,09h 00m,07:30,3.9,850.0,16"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,AdDA Transports,A/C Sleeper (2+1),2024-07-17 21:45:00,09h 15m,07:00,3.5,648.0,22"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,08h 15m,06:30,4.0,649.0,7"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,National travels and logistics,NON A/C Sleeper (2+1),2024-07-17 22:45:00,07h 45m,06:30,3.8,649.0,18"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 22:00:00,09h 05m,07:05,3.8,800.0,15"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,08h 30m,05:30,3.8,899.0,14"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,P K Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,08h 45m,06:30,3.6,900.0,22"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,09h 45m,06:45,3.2,500.0,23"
"Bangalore to Kozhikode,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,SKS Tours & Travels,A/C Sleeper (2+1),2024-07-17 21:15:00,08h 30m,05:45,4.3,849.0,17"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 553,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 16:45:00,07h 25m,00:10,3.9,548.0,7"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),2024-07-17 20:00:00,06h 05m,02:05,3.9,473.0,24"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 1585,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:31:00,07h 10m,03:41,3.9,548.0,30"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 21:31:00,07h 15m,04:46,3.9,548.0,31"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 22:12:00,07h 49m,06:01,3.5,548.0,22"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 2063,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 22:32:00,06h 43m,05:15,4.3,524.0,8"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 574,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:00:00,08h 30m,07:30,3.6,377.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 583,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:30:00,08h 05m,07:35,3.0,377.0,18"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,2024-07-17 23:41:00,07h 34m,07:15,4.4,524.0,23"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,07h 00m,05:30,4.6,700.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,07h 00m,05:30,4.1,999.0,11"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,07h 45m,06:15,4.7,850.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),2024-07-17 22:00:00,07h 25m,05:25,4.1,800.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,07h 15m,05:45,3.9,700.0,17"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,A/C Sleeper (2+1),2024-07-17 22:30:00,06h 50m,05:20,4.0,999.0,15"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,VE A/C Sleeper (2+1),2024-07-17 22:30:00,07h 45m,06:15,4.3,850.0,18"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DA Transports,A/C Sleeper (2+1),2024-07-17 21:45:00,06h 30m,04:15,3.7,700.0,22"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,P K Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,06h 45m,04:30,3.8,900.0,23"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,08h 00m,05:00,3.0,500.0,24"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SRS Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,07h 30m,05:15,3.1,900.0,28"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SRS Travels,A/C Sleeper (2+1),2024-07-17 21:45:00,07h 10m,04:55,3.3,833.0,28"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,07h 45m,04:45,3.1,899.0,22"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,07h 10m,04:25,4.2,849.0,25"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Bharathi Travels,A/C Sleeper (2+1),2024-07-17 23:45:00,07h 15m,07:00,2.5,890.0,20"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),A/C Sleeper (2+1),2024-07-17 21:00:00,07h 20m,04:20,2.3,899.0,17"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:30:00,06h 31m,05:01,4.2,749.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:30:00,06h 30m,05:00,4.2,749.0,16"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),2024-07-17 21:15:00,07h 05m,04:20,3.2,849.0,25"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,SURAJ TRAVEL HOUSE,VE A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,08h 15m,05:15,4.0,648.0,29"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 20:00:00,08h 30m,04:30,3.1,600.0,30"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DA Transports,A/C Sleeper (2+1),2024-07-17 21:45:00,06h 30m,04:15,3.6,799.0,25"
"Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Vijay Lines,A/C Seater / Sleeper (2+1),2024-07-17 22:20:00,06h 25m,04:45,1.8,1499.0,31"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 20:30:00,07h 55m,04:25,2.8,568.0,27"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 21:16:00,06h 49m,04:05,4.2,548.0,14"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 21:30:00,08h 15m,05:45,3.1,579.0,19"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,KSRTC (Kerala) - 1767,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:01:00,07h 45m,06:46,4.0,568.0,23"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,A/C Sleeper (2+1),2024-07-17 22:15:00,07h 20m,05:35,4.5,949.0,6"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,A/C Sleeper (2+1),2024-07-17 22:10:00,06h 50m,05:00,4.4,925.0,8"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),2024-07-17 22:45:00,06h 00m,04:45,4.3,1000.0,24"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,AdSAAM BUS,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:10:00,08h 35m,04:45,3.6,739.0,21"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,A/C Sleeper (2+1),2024-07-17 21:45:00,07h 45m,05:30,4.3,900.0,8"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),2024-07-17 22:30:00,06h 15m,04:45,4.1,900.0,13"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),2024-07-17 21:45:00,07h 40m,05:25,4.1,999.0,9"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,AdP K Travels,A/C Seater / Sleeper (2+1),2024-07-17 19:15:00,10h 15m,05:30,3.7,800.0,21"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,Non A/C Seater / Sleeper (2+1),2024-07-17 22:00:00,08h 00m,06:00,3.9,649.0,14"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),2024-07-17 22:30:00,07h 15m,05:45,3.9,800.0,26"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,NS Transports,NON A/C Sleeper (2+1),2024-07-17 22:45:00,06h 35m,05:20,4.2,749.0,3"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Sugama Tourist,A/C Sleeper (2+1),2024-07-17 22:00:00,07h 30m,05:30,3.8,800.0,15"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,P K Travels,NON A/C Semi Sleeper (2+2),2024-07-17 21:45:00,07h 15m,05:00,4.1,650.0,25"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),2024-07-17 21:45:00,07h 35m,05:20,4.0,648.0,20"
"Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur,Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),2024-07-17 22:00:00,07h 30m,05:30,3.3,700.0,23"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 726,Super Fast Non AC Seater (2+3),2024-07-17 17:00:00,07h 05m,00:05,2.7,332.0,50"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1862,Low Floor AC Seater 2+2,2024-07-17 17:30:00,06h 55m,00:25,2.7,475.0,19"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 2372,Low Floor AC Seater 2+2,2024-07-17 19:30:00,05h 40m,01:10,2.7,475.0,21"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 2206,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 20:34:00,05h 50m,02:24,2.7,381.0,25"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1880,Low Floor AC Seater 2+2,2024-07-17 21:30:00,06h 35m,04:05,2.7,475.0,15"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 344,Super Fast Non AC Seater (2+3),2024-07-17 21:45:00,06h 40m,04:25,2.7,332.0,35"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),2024-07-17 21:50:00,05h 55m,03:45,2.7,381.0,1"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 560,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:10:00,06h 20m,04:30,3.2,381.0,12"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1200,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:35:00,05h 50m,04:25,2.7,381.0,10"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 582,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:40:00,06h 35m,05:15,2.7,370.0,23"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1704,Super Fast Non AC Seater (2+3),2024-07-17 22:40:00,07h 01m,05:41,2.7,341.0,35"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 128,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:55:00,05h 15m,04:10,2.7,381.0,11"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 543,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:20:00,07h 10m,06:30,2.7,386.0,10"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),2024-07-17 23:25:00,06h 30m,05:55,2.2,332.0,36"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1843,Low Floor AC Seater 2+2,2024-07-17 23:30:00,06h 20m,05:50,3.3,475.0,16"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 1963,Super Fast Non AC Seater (2+3),2024-07-17 23:45:00,06h 15m,06:00,2.7,332.0,38"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,KSRTC (Kerala) - 505,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 23:59:00,04h 46m,04:45,2.3,381.0,8"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,A1 Travels,A/C Seater / Sleeper (2+1),2024-07-17 20:05:00,06h 55m,03:00,3.9,700.0,29"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Sonia Travels,A/C Semi Sleeper (2+2),2024-07-17 23:45:00,06h 40m,06:25,4.3,700.0,29"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Sonia Travels,A/C Seater/Sleeper (2+1),2024-07-17 23:30:00,06h 45m,06:15,4.3,750.0,33"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,EMERALD TRAVELS,A/C Sleeper (2+1),2024-07-17 21:55:00,05h 35m,03:30,3.2,900.0,10"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),2024-07-17 21:56:00,05h 34m,03:30,3.2,800.0,1"
"Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Atlas Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-17 22:00:00,07h 00m,05:00,2.8,3500.0,49"
"Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),2024-07-17 22:15:00,02h 35m,00:50,4.0,145.0,3"
"Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),2024-07-17 23:00:00,02h 00m,01:00,4.0,111.0,45"
"Delhi to Patiala,https://www.redbus.in/bus-tickets/delhi-to-patiala,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,2024-07-17 22:30:00,05h 30m,04:00,3.3,440.0,37"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),2024-07-17 21:50:00,07h 00m,04:50,4.0,845.0,39"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,RSRTC - 156675,Express Non AC Seater 2+3,2024-07-17 22:30:00,06h 45m,05:15,2.2,391.0,39"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Yolo Bus,VE A/C Seater / Sleeper (2+1),2024-07-17 23:30:00,05h 54m,05:24,4.6,400.0,21"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,AdGolden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),2024-07-17 22:50:00,06h 16m,05:06,4.1,599.0,16"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:20:00,06h 40m,05:00,4.5,399.0,13"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 21:45:00,07h 30m,05:15,4.7,324.0,22"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:40:00,07h 00m,06:40,4.3,570.0,23"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),2024-07-17 22:58:00,06h 22m,05:20,4.2,499.0,27"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,VE A/C Sleeper (2+1),2024-07-17 23:00:00,07h 00m,06:00,4.3,570.0,22"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 20:15:00,08h 30m,04:45,4.3,323.0,19"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:30:00,06h 40m,06:10,4.3,570.0,15"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 22:45:00,07h 20m,06:05,4.6,319.0,26"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 20:45:00,07h 35m,04:20,4.8,455.0,20"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Yolo Bus,VE A/C Seater / Sleeper (2+1),2024-07-17 22:00:00,06h 28m,04:28,4.1,400.0,23"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 20:25:00,06h 40m,03:05,4.7,497.0,13"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:30:00,07h 20m,04:50,4.4,379.0,21"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Zingbus Plus,Scania A/C Semi Sleeper (2+2),2024-07-17 22:50:00,06h 35m,05:25,4.2,360.0,31"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,08h 20m,05:50,4.3,404.0,13"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),2024-07-17 22:55:00,06h 15m,05:10,4.6,449.0,23"
"Delhi to Ludhiana,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 22:15:00,07h 30m,05:45,4.8,545.0,16"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),2024-07-17 18:10:00,09h 25m,03:35,4.1,1007.0,35"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),2024-07-17 19:10:00,07h 59m,03:09,4.1,1007.0,36"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),2024-07-17 22:50:00,07h 10m,06:00,4.7,330.0,31"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 23:10:00,07h 20m,06:30,4.6,349.0,23"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),2024-07-17 23:26:00,07h 02m,06:28,4.5,400.0,15"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,AdNew Navyug Travels,A/C Sleeper (2+1),2024-07-17 21:50:00,07h 40m,05:30,4.1,608.0,28"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,VE A/C Sleeper (2+1),2024-07-17 23:05:00,07h 40m,06:45,4.5,570.0,22"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:05:00,07h 40m,04:45,4.4,442.0,22"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),2024-07-17 21:11:00,07h 49m,05:00,4.3,400.0,20"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),2024-07-17 22:30:00,06h 50m,05:20,4.0,449.0,29"
"Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,AC Sleeper (2+1),2024-07-17 21:30:00,08h 15m,05:45,4.4,505.0,15"
